ProductID,ProductName,Category,Brand,CostPrice,UnitPrice,LaunchDate
298,Product_298,Beauty,Dove,7424,8256,21-01-2024
299,Product_299,Home,LG,5965,10164,13-11-2023
300,Product_300,Electronics,HP,10143,10649,05-02-2024
301,Product_301,Beauty,Lakme,2132,5071,13-12-2021
302,Product_302,Beauty,Nivea,4249,6306,29-08-2023
303,Product_303,Electronics,Lenovo,12833,13476,16-09-2021
304,Product_304,Electronics,Sony,17992,22819,02-11-2020
305,Product_305,Home,Whirlpool,7535,8989,13-04-2020
306,Product_306,Beauty,Nivea,19801,24713,30-10-2022
307,Product_307,Electronics,Samsung,14453,17026,18-03-2022
308,Product_308,Fashion,Adidas,11315,12191,01-09-2022
309,Product_309,Electronics,HP,13380,15730,23-06-2020
310,Product_310,Beauty,Dove,14537,15805,03-10-2020
311,Product_311,Beauty,Dove,6791,10987,20-03-2022
312,Product_312,Fashion,Zara,17478,19695,11-05-2021
313,Product_313,Electronics,Sony,14392,17241,03-11-2023
314,Product_314,Electronics,Apple,13852,17521,18-01-2022
315,Product_315,Home,Philips,10809,13831,01-05-2023
316,Product_316,Electronics,OnePlus,10288,11874,17-12-2021
317,Product_317,Beauty,Dove,5078,8886,01-04-2020
318,Product_318,Fashion,Adidas,12549,14026,31-01-2024
319,Product_319,Electronics,Apple,2087,4278,25-06-2023
320,Product_320,Fashion,Puma,750,3762,21-11-2023
321,Product_321,Electronics,Sony,15047,19106,16-02-2020
322,Product_322,Home,Philips,17929,19864,21-02-2021
323,Product_323,Home,Whirlpool,16127,17484,24-11-2023
324,Product_324,Electronics,Dell,19403,23918,30-03-2020
325,Product_325,Home,Philips,2269,4795,15-02-2021
326,Product_326,Home,Ikea,15535,15803,16-05-2020
327,Product_327,Beauty,Loreal,12103,13186,09-02-2020
328,Product_328,Home,LG,7874,11192,07-11-2022
329,Product_329,Electronics,Sony,16181,20735,29-06-2020
330,Product_330,Fashion,Adidas,16705,20656,22-02-2023
331,Product_331,Electronics,Apple,8406,12942,16-09-2021
332,Product_332,Home,LG,13190,14676,07-02-2020
333,Product_333,Home,Prestige,11945,14621,28-04-2021
334,Product_334,Home,Ikea,8743,12114,01-03-2020
335,Product_335,Home,Philips,5271,8270,15-03-2022
336,Product_336,Fashion,Nike,12824,17289,20-10-2023
337,Product_337,Fashion,Levis,8176,13069,08-11-2020
338,Product_338,Beauty,Loreal,11090,14969,15-01-2023
339,Product_339,Fashion,Adidas,4840,9799,13-01-2023
340,Product_340,Fashion,Adidas,10425,14916,03-10-2020
341,Product_341,Beauty,Maybelline,18808,20302,12-10-2021
342,Product_342,Electronics,HP,17764,18933,12-01-2021
343,Product_343,Home,Philips,1266,4076,27-04-2022
344,Product_344,Beauty,Loreal,14816,17258,07-11-2020
345,Product_345,Fashion,Nike,4610,6323,23-02-2020
346,Product_346,Home,Whirlpool,18880,20971,06-05-2023
347,Product_347,Fashion,Adidas,1154,4297,11-06-2020
348,Product_348,Beauty,Maybelline,16760,20800,29-12-2023
349,Product_349,Home,Philips,12996,17221,28-08-2022
350,Product_350,Fashion,Adidas,6632,8685,07-03-2020
351,Product_351,Beauty,Lakme,9142,12725,31-03-2021
352,Product_352,Fashion,Adidas,2467,4117,18-06-2022
353,Product_353,Beauty,Loreal,15292,17513,25-05-2022
354,Product_354,Beauty,Lakme,12764,15527,18-03-2022
355,Product_355,Electronics,HP,3882,7781,24-07-2022
356,Product_356,Electronics,Samsung,17296,21902,21-03-2022
357,Product_357,Electronics,HP,12994,17422,15-07-2023
358,Product_358,Electronics,Samsung,9841,13641,26-03-2022
359,Product_359,Home,Prestige,15417,16980,15-05-2022
360,Product_360,Home,Whirlpool,2087,6522,18-10-2020
361,Product_361,Beauty,Nivea,3263,7564,19-08-2020
362,Product_362,Fashion,Zara,18204,19512,16-03-2022
363,Product_363,Beauty,Loreal,15074,15478,01-01-2021
364,Product_364,Beauty,Dove,6916,10840,03-07-2020
365,Product_365,Home,Prestige,5673,6885,05-07-2020
366,Product_366,Electronics,Lenovo,15025,18198,23-06-2020
367,Product_367,Beauty,Dove,5539,8841,01-02-2023
368,Product_368,Beauty,Lakme,5899,8844,04-03-2023
369,Product_369,Fashion,Adidas,5038,6703,29-12-2023
370,Product_370,Electronics,Dell,10394,13129,04-02-2024
371,Product_371,Beauty,Loreal,6221,7384,26-09-2020
372,Product_372,Fashion,Nike,8593,8893,28-07-2022
373,Product_373,Beauty,Nivea,18109,18356,30-05-2023
374,Product_374,Beauty,Maybelline,7406,11503,18-07-2022
375,Product_375,Beauty,Nivea,2901,3154,16-05-2021
376,Product_376,Home,Whirlpool,18569,20469,10-04-2020
377,Product_377,Fashion,Adidas,2104,5163,16-03-2020
378,Product_378,Fashion,Nike,19242,21886,09-11-2021
379,Product_379,Electronics,Apple,3868,7483,31-12-2020
380,Product_380,Fashion,H&M,9618,14506,25-02-2023
381,Product_381,Fashion,Levis,19271,22421,14-03-2020
382,Product_382,Electronics,OnePlus,10107,12951,24-01-2022
383,Product_383,Beauty,Lakme,14302,19011,12-05-2020
384,Product_384,Home,LG,4708,5907,23-11-2023
385,Product_385,Home,Prestige,17570,21159,10-12-2022
386,Product_386,Fashion,H&M,7150,7826,11-08-2020
387,Product_387,Electronics,Dell,9710,13408,31-05-2023
388,Product_388,Home,Prestige,17516,22427,30-06-2023
389,Product_389,Home,Philips,18736,23002,30-11-2022
390,Product_390,Beauty,Nivea,6195,8301,22-12-2023
391,Product_391,Home,Philips,351,1519,19-02-2020
392,Product_392,Beauty,Lakme,7093,10689,27-04-2022
393,Product_393,Electronics,Sony,11757,16547,29-07-2023
394,Product_394,Fashion,Nike,6892,9399,05-06-2021
395,Product_395,Electronics,Sony,10139,14489,31-01-2023
396,Product_396,Home,Ikea,4030,6960,30-11-2021
397,Product_397,Beauty,Dove,1254,2892,01-02-2021
398,Product_398,Home,Prestige,15999,20086,13-03-2020
399,Product_399,Fashion,Levis,5391,9364,04-01-2023
400,Product_400,Home,LG,13864,14522,03-12-2022
401,Product_401,Home,Whirlpool,10638,15386,02-01-2023
402,Product_402,Electronics,Samsung,19220,22137,25-12-2021
403,Product_403,Electronics,Samsung,9490,9945,25-11-2021
404,Product_404,Beauty,Dove,5738,10615,25-05-2023
405,Product_405,Beauty,Maybelline,19803,20960,23-09-2021
406,Product_406,Home,Ikea,9196,12786,26-06-2020
407,Product_407,Beauty,Maybelline,12476,16378,11-09-2021
408,Product_408,Fashion,Zara,10206,11839,17-08-2020
409,Product_409,Home,Ikea,6922,7880,27-06-2022
410,Product_410,Electronics,OnePlus,16115,20411,11-11-2020
411,Product_411,Fashion,Puma,16142,20631,27-09-2021
412,Product_412,Home,Philips,3519,7947,17-10-2023
413,Product_413,Fashion,Adidas,1497,5460,04-03-2022
414,Product_414,Electronics,Apple,10490,11050,08-11-2023
415,Product_415,Electronics,Sony,15598,16175,30-07-2020
416,Product_416,Home,Ikea,19225,21982,01-08-2023
417,Product_417,Fashion,Puma,6871,8648,09-08-2021
418,Product_418,Home,Whirlpool,10757,14570,06-10-2023
419,Product_419,Electronics,Sony,5192,6682,14-07-2021
420,Product_420,Electronics,Apple,18637,23048,28-07-2020
421,Product_421,Fashion,Zara,11779,16479,14-10-2021
422,Product_422,Home,Philips,9582,14484,16-05-2021
423,Product_423,Fashion,Nike,10503,13477,12-01-2023
424,Product_424,Beauty,Lakme,4562,4999,22-08-2022
425,Product_425,Electronics,Apple,12869,13509,25-06-2020
426,Product_426,Beauty,Nivea,6164,10016,16-06-2023
427,Product_427,Home,Prestige,11189,13012,31-12-2023
428,Product_428,Electronics,OnePlus,15559,20410,26-09-2020
429,Product_429,Electronics,OnePlus,15644,16640,22-07-2022
430,Product_430,Home,LG,15718,17816,03-04-2021
431,Product_431,Fashion,Zara,8755,11932,13-03-2022
432,Product_432,Fashion,H&M,11124,13984,17-07-2022
433,Product_433,Beauty,Lakme,2441,6534,19-08-2020
434,Product_434,Home,LG,15413,17012,01-08-2021
435,Product_435,Home,Whirlpool,19131,20374,06-11-2022
436,Product_436,Electronics,Dell,3805,6674,12-02-2023
437,Product_437,Electronics,OnePlus,10199,14763,02-08-2022
438,Product_438,Beauty,Dove,13847,16001,25-06-2023
439,Product_439,Fashion,Zara,5510,9661,25-02-2022
440,Product_440,Electronics,Sony,7123,10854,10-06-2022
441,Product_441,Home,Whirlpool,8038,9655,19-09-2023
442,Product_442,Electronics,Lenovo,19115,23301,22-08-2020
443,Product_443,Beauty,Loreal,18489,19488,30-06-2022
444,Product_444,Fashion,Puma,13597,14367,10-05-2023
445,Product_445,Electronics,Lenovo,19843,23147,01-11-2021
446,Product_446,Beauty,Lakme,3266,5248,11-10-2020
447,Product_447,Electronics,OnePlus,5107,6529,16-07-2022
448,Product_448,Home,LG,19237,23100,04-02-2021
449,Product_449,Fashion,H&M,10674,13329,13-03-2023
450,Product_450,Home,LG,11580,12511,08-04-2023
451,Product_451,Electronics,HP,17025,20536,18-09-2020
452,Product_452,Home,Ikea,12398,17094,18-04-2020
453,Product_453,Electronics,Lenovo,18651,21793,12-08-2020
454,Product_454,Home,Ikea,8008,11744,09-12-2023
455,Product_455,Beauty,Loreal,12843,16369,20-02-2022
456,Product_456,Beauty,Dove,7221,8841,30-08-2022
457,Product_457,Fashion,Adidas,18500,21850,07-01-2022
458,Product_458,Beauty,Maybelline,9752,10980,02-10-2020
459,Product_459,Electronics,Apple,814,2193,17-01-2024
460,Product_460,Beauty,Nivea,4749,5642,08-10-2020
461,Product_461,Beauty,Nivea,14249,15921,19-07-2022
462,Product_462,Beauty,Dove,15047,18398,28-12-2021
463,Product_463,Fashion,Adidas,14218,14478,29-03-2023
464,Product_464,Beauty,Maybelline,16740,19145,21-04-2022
465,Product_465,Home,Ikea,1540,6394,16-09-2022
466,Product_466,Home,Ikea,19314,23458,15-11-2023
467,Product_467,Electronics,Samsung,17549,20038,10-08-2022
468,Product_468,Electronics,HP,3198,5406,25-08-2022
469,Product_469,Electronics,Lenovo,17968,22916,01-10-2021
470,Product_470,Electronics,Sony,17831,18119,18-08-2022
471,Product_471,Beauty,Dove,15675,20576,09-11-2021
472,Product_472,Beauty,Loreal,9954,12523,09-12-2020
473,Product_473,Electronics,Lenovo,19883,22573,28-01-2024
474,Product_474,Home,Ikea,15804,20740,12-12-2020
475,Product_475,Electronics,Lenovo,9860,10283,10-08-2021
476,Product_476,Beauty,Lakme,4455,8796,06-06-2020
477,Product_477,Home,Prestige,4643,7144,17-07-2021
478,Product_478,Home,Ikea,3955,5585,26-04-2023
