CustomerID,CustomerName,Gender,Age,City,Region,SignupDate
262,Customer_262,Female,45,Bangalore,East,2022-05-13
263,Customer_263,Male,23,Bangalore,East,2023-08-27
264,Customer_264,Male,61,Kolkata,East,2023-04-14
265,Customer_265,Male,61,Mumbai,South,2022-01-25
266,Customer_266,Female,38,Kolkata,West,2021-07-13
267,Customer_267,Female,45,Pune,North,2021-07-18
268,Customer_268,Female,57,Lucknow,East,2024-09-11
269,Customer_269,Male,18,Delhi,South,2023-06-02
270,Customer_270,Male,53,Ahmedabad,West,2022-12-27
271,Customer_271,Female,38,Mumbai,North,2023-05-18
272,Customer_272,Female,60,Ahmedabad,West,2023-04-22
273,Customer_273,Female,52,Hyderabad,South,2023-08-15
274,Customer_274,Female,30,Mumbai,South,2025-02-02
275,Customer_275,Male,27,Pune,South,2021-04-21
276,Customer_276,Female,61,Mumbai,East,2024-10-11
277,Customer_277,Male,64,Kolkata,South,2024-08-31
278,Customer_278,Female,27,Lucknow,North,2024-08-16
279,Customer_279,Male,63,Delhi,East,2021-07-21
280,Customer_280,Female,30,Jaipur,West,2021-05-05
281,Customer_281,Female,54,Delhi,North,2023-04-05
282,Customer_282,Female,55,Delhi,East,2025-01-31
283,Customer_283,Female,41,Hyderabad,South,2022-11-26
284,Customer_284,Male,19,Pune,West,2021-08-12
285,Customer_285,Female,39,Ahmedabad,South,2022-05-25
286,Customer_286,Male,34,Pune,North,2022-01-28
287,Customer_287,Male,53,Jaipur,North,2022-01-25
288,Customer_288,Male,31,Hyderabad,East,2024-01-04
289,Customer_289,Male,27,Lucknow,North,2023-07-08
290,Customer_290,Female,52,Delhi,West,2021-10-15
291,Customer_291,Male,42,Kolkata,East,2023-05-15
292,Customer_292,Male,20,Hyderabad,West,2022-01-11
293,Customer_293,Male,64,Bangalore,South,2022-07-25
294,Customer_294,Female,55,Mumbai,West,2023-08-06
295,Customer_295,Female,34,Pune,West,2022-05-27
296,Customer_296,Female,29,Hyderabad,North,2021-06-04
297,Customer_297,Female,41,Bangalore,South,2023-06-27
298,Customer_298,Male,46,Ahmedabad,North,2024-02-02
299,Customer_299,Male,60,Jaipur,South,2021-07-20
300,Customer_300,Female,42,Jaipur,South,2021-04-14
301,Customer_301,Male,53,Delhi,West,2024-08-28
302,Customer_302,Male,43,Delhi,North,2024-01-13
303,Customer_303,Male,55,Hyderabad,West,2021-01-31
304,Customer_304,Female,18,Hyderabad,West,2021-07-11
305,Customer_305,Female,37,Lucknow,West,2022-04-30
306,Customer_306,Male,45,Mumbai,South,2021-12-07
307,Customer_307,Female,33,Chennai,North,2023-04-13
308,Customer_308,Female,64,Ahmedabad,North,2023-09-22
309,Customer_309,Female,34,Delhi,West,2023-09-13
310,Customer_310,Female,57,Chennai,South,2022-03-14
311,Customer_311,Female,45,Chennai,North,2023-04-02
312,Customer_312,Male,29,Mumbai,East,2021-05-01
313,Customer_313,Female,44,Kolkata,North,2021-12-04
314,Customer_314,Male,59,Kolkata,West,2023-02-16
315,Customer_315,Male,64,Delhi,East,2021-01-05
316,Customer_316,Female,47,Bangalore,South,2023-03-11
317,Customer_317,Male,58,Mumbai,East,2022-06-28
318,Customer_318,Male,51,Mumbai,East,2023-07-21
319,Customer_319,Male,54,Pune,West,2022-08-08
320,Customer_320,Female,23,Chennai,North,2023-05-17
321,Customer_321,Female,24,Pune,South,2024-11-27
322,Customer_322,Male,49,Chennai,East,2025-02-05
323,Customer_323,Female,49,Kolkata,West,2024-02-13
324,Customer_324,Female,42,Delhi,North,2024-09-17
325,Customer_325,Female,50,Ahmedabad,East,2025-01-11
326,Customer_326,Female,24,Kolkata,West,2023-09-24
327,Customer_327,Male,29,Mumbai,West,2021-11-14
328,Customer_328,Male,33,Ahmedabad,West,2022-01-24
329,Customer_329,Female,33,Hyderabad,South,2022-08-31
330,Customer_330,Female,60,Ahmedabad,North,2022-03-22
331,Customer_331,Male,53,Ahmedabad,East,2021-04-30
332,Customer_332,Male,30,Kolkata,North,2024-04-01
333,Customer_333,Female,24,Mumbai,North,2024-01-16
334,Customer_334,Male,53,Ahmedabad,East,2021-05-05
335,Customer_335,Female,64,Kolkata,North,2022-10-05
336,Customer_336,Female,26,Kolkata,South,2021-04-28
337,Customer_337,Male,49,Ahmedabad,East,2021-04-13
338,Customer_338,Male,28,Chennai,East,2024-04-11
339,Customer_339,Female,25,Mumbai,West,2023-09-04
340,Customer_340,Female,50,Jaipur,North,2023-10-27
341,Customer_341,Male,40,Ahmedabad,East,2023-12-24
342,Customer_342,Female,42,Pune,East,2021-11-19
343,Customer_343,Male,25,Pune,South,2021-04-27
344,Customer_344,Female,62,Hyderabad,West,2023-11-07
345,Customer_345,Male,39,Mumbai,East,2021-06-14
346,Customer_346,Male,21,Kolkata,South,2022-01-16
347,Customer_347,Male,57,Lucknow,East,2021-05-21
348,Customer_348,Female,20,Delhi,East,2024-05-03
349,Customer_349,Female,46,Bangalore,East,2021-05-20
350,Customer_350,Male,58,Lucknow,South,2024-10-14
351,Customer_351,Female,46,Mumbai,North,2022-04-27
352,Customer_352,Male,51,Mumbai,East,2023-04-07
353,Customer_353,Male,51,Ahmedabad,East,2021-09-03
354,Customer_354,Female,45,Ahmedabad,North,2024-03-12
355,Customer_355,Female,30,Lucknow,East,2022-05-20
356,Customer_356,Male,32,Kolkata,West,2024-03-31
357,Customer_357,Female,40,Hyderabad,East,2024-05-02
358,Customer_358,Female,61,Ahmedabad,West,2021-03-23
359,Customer_359,Male,43,Bangalore,North,2024-06-22
360,Customer_360,Male,21,Bangalore,South,2021-06-17
361,Customer_361,Female,43,Hyderabad,North,2023-05-09
362,Customer_362,Male,57,Chennai,East,2024-09-08
363,Customer_363,Male,26,Chennai,West,2024-04-10
364,Customer_364,Female,22,Mumbai,South,2024-03-03
365,Customer_365,Male,49,Ahmedabad,East,2023-12-07
366,Customer_366,Male,37,Pune,South,2022-10-10
367,Customer_367,Female,28,Lucknow,South,2022-06-19
368,Customer_368,Female,32,Jaipur,East,2022-02-23
369,Customer_369,Male,49,Hyderabad,North,2024-10-03
370,Customer_370,Male,45,Mumbai,East,2025-01-06
371,Customer_371,Female,39,Pune,East,2022-10-06
372,Customer_372,Female,58,Ahmedabad,North,2022-05-04
373,Customer_373,Female,34,Pune,West,2022-06-28
374,Customer_374,Female,43,Pune,East,2023-03-22
375,Customer_375,Male,61,Hyderabad,South,2021-09-26
376,Customer_376,Female,24,Mumbai,East,2024-10-07
377,Customer_377,Female,59,Kolkata,East,2024-08-14
378,Customer_378,Male,43,Bangalore,South,2022-09-07
379,Customer_379,Female,42,Lucknow,North,2023-07-26
380,Customer_380,Male,27,Mumbai,West,2022-10-10
381,Customer_381,Female,62,Jaipur,West,2021-05-29
382,Customer_382,Female,36,Pune,South,2021-01-20
383,Customer_383,Female,28,Kolkata,North,2023-07-28
384,Customer_384,Male,30,Hyderabad,East,2024-06-26
385,Customer_385,Male,25,Delhi,East,2024-02-28
386,Customer_386,Female,57,Lucknow,East,2021-07-24
387,Customer_387,Male,21,Lucknow,East,2021-05-31
388,Customer_388,Male,64,Bangalore,East,2024-01-07
389,Customer_389,Male,48,Delhi,South,2022-03-13
390,Customer_390,Male,45,Ahmedabad,East,2023-11-03
391,Customer_391,Male,28,Delhi,East,2022-06-28
392,Customer_392,Male,60,Pune,North,2021-09-29
393,Customer_393,Female,18,Pune,East,2022-12-16
394,Customer_394,Female,64,Pune,West,2021-05-21
395,Customer_395,Male,55,Pune,South,2022-05-16
396,Customer_396,Female,41,Mumbai,South,2023-01-27
397,Customer_397,Female,64,Lucknow,South,2022-08-07
398,Customer_398,Female,48,Delhi,West,2021-11-20
399,Customer_399,Female,58,Lucknow,East,2023-06-17
400,Customer_400,Male,63,Jaipur,South,2024-01-18
401,Customer_401,Female,43,Delhi,West,2024-12-11
402,Customer_402,Female,22,Mumbai,North,2022-09-12
403,Customer_403,Male,37,Jaipur,East,2024-06-06
404,Customer_404,Male,58,Lucknow,West,2024-09-01
405,Customer_405,Female,28,Jaipur,East,2023-12-20
406,Customer_406,Female,50,Bangalore,North,2021-01-17
407,Customer_407,Female,55,Jaipur,West,2024-09-29
408,Customer_408,Female,44,Delhi,East,2024-02-10
409,Customer_409,Female,51,Pune,West,2022-09-06
410,Customer_410,Female,32,Pune,South,2024-09-20
411,Customer_411,Male,49,Ahmedabad,East,2021-08-01
412,Customer_412,Female,38,Lucknow,West,2021-10-03
413,Customer_413,Female,63,Bangalore,South,2022-06-26
414,Customer_414,Male,22,Delhi,North,2021-08-25
415,Customer_415,Male,23,Delhi,East,2021-08-08
416,Customer_416,Male,55,Hyderabad,East,2024-02-08
417,Customer_417,Male,39,Chennai,North,2021-11-15
418,Customer_418,Female,35,Lucknow,South,2022-07-12
419,Customer_419,Female,31,Delhi,North,2022-08-01
420,Customer_420,Female,27,Kolkata,East,2024-05-23
421,Customer_421,Female,63,Delhi,West,2022-03-08
422,Customer_422,Female,30,Hyderabad,South,2025-01-09
423,Customer_423,Female,48,Jaipur,South,2022-12-04
424,Customer_424,Male,47,Mumbai,South,2022-02-21
425,Customer_425,Female,20,Mumbai,North,2024-11-08
426,Customer_426,Male,47,Kolkata,North,2024-07-22
427,Customer_427,Male,23,Kolkata,West,2022-06-25
428,Customer_428,Female,46,Ahmedabad,West,2023-11-02
429,Customer_429,Male,25,Mumbai,South,2023-09-28
430,Customer_430,Female,61,Jaipur,West,2022-05-30
431,Customer_431,Male,62,Mumbai,North,2021-04-15
432,Customer_432,Female,60,Chennai,West,2021-07-09
433,Customer_433,Male,61,Lucknow,North,2024-07-23
434,Customer_434,Female,50,Mumbai,West,2023-05-18
435,Customer_435,Female,34,Pune,East,2022-07-21
436,Customer_436,Female,28,Ahmedabad,North,2021-04-01
437,Customer_437,Female,30,Hyderabad,East,2021-01-08
438,Customer_438,Female,28,Kolkata,North,2022-11-15
439,Customer_439,Male,48,Chennai,West,2021-09-25
440,Customer_440,Male,45,Kolkata,East,2024-07-28
441,Customer_441,Male,61,Ahmedabad,West,2022-06-21
442,Customer_442,Female,23,Delhi,North,2021-11-27
443,Customer_443,Male,58,Chennai,East,2023-06-24
444,Customer_444,Female,33,Bangalore,South,2024-02-04
445,Customer_445,Female,21,Chennai,West,2024-12-16
446,Customer_446,Male,52,Ahmedabad,North,2023-05-26
447,Customer_447,Male,43,Hyderabad,East,2024-02-23
448,Customer_448,Female,29,Chennai,West,2021-01-20
449,Customer_449,Male,28,Ahmedabad,East,2021-08-18
450,Customer_450,Female,54,Jaipur,West,2021-06-04
451,Customer_451,Female,42,Lucknow,West,2024-11-16
452,Customer_452,Female,35,Mumbai,West,2021-11-02
453,Customer_453,Female,36,Jaipur,East,2024-01-23
454,Customer_454,Female,40,Ahmedabad,East,2021-03-15
455,Customer_455,Male,55,Pune,West,2023-01-27
456,Customer_456,Male,35,Delhi,South,2024-04-07
457,Customer_457,Female,43,Mumbai,South,2024-02-06
458,Customer_458,Female,23,Pune,South,2021-10-31
459,Customer_459,Male,21,Hyderabad,North,2023-05-31
460,Customer_460,Male,61,Kolkata,South,2021-09-19
461,Customer_461,Female,46,Bangalore,East,2021-03-27
462,Customer_462,Male,51,Mumbai,South,2022-09-24
463,Customer_463,Female,34,Jaipur,East,2023-01-17
464,Customer_464,Male,60,Delhi,North,2021-03-23
465,Customer_465,Female,60,Pune,East,2023-01-03
466,Customer_466,Male,33,Ahmedabad,East,2022-03-07
467,Customer_467,Female,19,Mumbai,East,2024-10-28
468,Customer_468,Male,51,Kolkata,South,2022-05-27
469,Customer_469,Male,25,Ahmedabad,West,2024-09-27
470,Customer_470,Female,30,Pune,East,2021-07-30
471,Customer_471,Male,59,Delhi,South,2022-12-26
472,Customer_472,Female,25,Chennai,South,2024-02-21
473,Customer_473,Male,47,Kolkata,South,2023-04-13
474,Customer_474,Female,49,Ahmedabad,West,2024-06-25
475,Customer_475,Male,53,Kolkata,West,2021-11-13
476,Customer_476,Female,64,Hyderabad,West,2022-04-30
477,Customer_477,Male,47,Ahmedabad,West,2021-11-29
478,Customer_478,Female,18,Mumbai,North,2021-12-29
479,Customer_479,Male,60,Chennai,West,2023-04-25
480,Customer_480,Female,56,Chennai,West,2021-02-20
481,Customer_481,Female,34,Bangalore,West,2022-01-03
482,Customer_482,Female,37,Kolkata,East,2022-11-12
483,Customer_483,Male,41,Jaipur,East,2023-04-24
484,Customer_484,Female,39,Chennai,West,2024-10-03
485,Customer_485,Male,46,Chennai,North,2022-05-24
486,Customer_486,Female,39,Hyderabad,East,2022-07-01
487,Customer_487,Male,61,Lucknow,South,2021-11-23
488,Customer_488,Female,26,Hyderabad,East,2024-12-07
489,Customer_489,Male,54,Hyderabad,South,2021-08-10
490,Customer_490,Male,27,Lucknow,East,2023-02-23
491,Customer_491,Female,53,Kolkata,West,2021-03-21
492,Customer_492,Male,54,Ahmedabad,East,2023-08-22
493,Customer_493,Male,45,Delhi,West,2022-04-01
494,Customer_494,Female,45,Jaipur,West,2022-02-13
495,Customer_495,Male,59,Chennai,East,2023-08-01
496,Customer_496,Male,60,Bangalore,South,2022-12-18
497,Customer_497,Male,38,Jaipur,South,2022-09-18
498,Customer_498,Female,41,Ahmedabad,East,2022-04-12
499,Customer_499,Male,59,Lucknow,West,2022-04-02
